Q4687007	ÉACÉES [sé], fêtes que l'on célébrait dans l'île d'Egine, en l'honneur d'Eaque, fils de Jupiter.
Q1226213	Épîtres d'Horace, poésies où l'auteur donne, dans un style familier, des conseils sur des sujets de morale et des questions de goût ; il y règne un laisser-aller apparent qui est une perfection de plus dans l'art de bien dire. L'Art poétique est une des Epîtres.
Q265283	Épîtres de saint Paul. Ces épîtres canoniques, au nombre de quatorze, remarquables par la puissance du raisonnement et par l'esprit de charité, ont excité l'admiration de saint Augustin et de Bossuet.
Q107264301	Épîtres et Épigrammes de Clément Marot, poésies familières, les meilleures productions de l'auteur, où brillent la grâce, la naïveté et la finesse dans la plaisanterie, comme aussi la verve, la gaieté et l'élégance (xvie s.). Marot, qui n'emploie que le vieux vocabulaire français, a fait faire toutefois de notables progrès à la versification française.
Q42119064	Épîtres de Boileau, un des meilleurs ouvrages de ce poète, où la raillerie se montre plus enjouée que satirique ; la dernière, adressée à Racine, réunit toutes les qualités de son talent (1669-1677).
Q3730710	Épodes d'Horace, pièces de vers ïambiques, au nombre de dix-sept, composées, pour la plupart, dans la jeunesse du poète.
Q3589326	ÉPONINE, femme du Gaulois Sabinus, qui entreprit, avec Civilis, d'affranchir les Gaulois du joug des Romains. Ayant été vaincu, Sabinus se retira dans sa maison, l'incendia et répandit au dehors le bruit de sa mort. Retiré au fond d'un souterrain, il fit savoir à sa femme le secret de son existence. Cette épouse héroïque alla s'enfermer avec lui dans ce tombeau, où pendant neuf années elle sut, par sa tendresse et ses soins, l'indemniser de la perte du jour et de la privation de la liberté. Trahi enfin, Sabinus fut livré à Vespasien, qui l'envoya au supplice, malgré les larmes et le sublime dévouement d'Eponine. Cette femme, martyre de l'amour conjugal, ne voulut pas survivre à l'époux qu'elle n'avait pu sauver ; elle insulta l'empereur et fut exécutée (78).
Q42189502	Époques de la nature (les), un des plus beaux ouvrages de Buffon, servant de supplément à son Histoire naturelle. Il y décrit les révolutions du globe terrestre et émet des hypothèses hardies, dont quelques-unes ont été reprises par Cuvier, ou même vérifiées par la science contemporaine.
Q683954	ÉPORÉDORIX [riks], guerrier éduen, qui se signala pendant l'insurrection de 51 av. J.-C. contre les Romains.
Q3166244	ÉPRÉMÉNIL. V. Espréménil.
Q6456045	Épreuve villageoise (l'), opéra en deux actes, paroles de Desforges, musique de Grétry (1784). Musique gracieuse, délicate.
Q993164	EPSOM [èp-som'], ville d'Angleterre (comté de Surrey), renommée pour ses eaux minérales et pour ses courses ; 8.500 h. C'est là que, depuis 1779, une célèbre course de chevaux (le Derby) a lieu le mercredi avant la Pentecôte.
Q990106	EPTE, riv. de France, affl. de la Seine (r. dr.) ; elle arrose Gisors et Saint-Clair ; 100 kil.
Q736	ÉQUATEUR [kou-a] (République de l'), Etat de l'Amérique du Sud ; capit. Quito ; 307.300 kil. c. ; 1.272.000 h. L'Equateur forme un Etat indépendant depuis le partage (en 1830) de la République de Colombie en trois Etats distincts : Nouvelle-Grenade ou république de Colombie, Venezuela et Equateur. Cacao, métaux précieux, café, caoutchouc, peaux, ivoire végétal, chapeaux de paille, quinquina.
Q381053	ÉQUES, ancien peuple d'Italie, dans le Latium, sur l'Anio. Ils furent vaincus par Camille et soumis au cours des guerres samnites.
Q5413483	Équilibre européen, surnom donné au système politique qui prétend assurer le maintien de la paix par le balancement des forces des grands Etats de l'Europe.
Q708709	ÉRARD [rar] (Sébastien), facteur d'instruments de musique français, né à Strasbourg, fondateur d'une importante manufacture de pianos (1752-1831).
Q377781	ÉRASISTRATE, médecin grec (iiie s. av. J.-C.).
Q359878	ÉRASME ou ELME (saint), évêque de Formies, près de Gaète, en Italie, au ve siècle. Les Lombards ariens le firent périr dans d'affreux tourments. Fête le 2 juin.
Q43499	ÉRASME (Didier), savant hollandais, littérateur et philosophe, né à Rotterdam, auteur de Colloques célèbres et de l'Eloge de la folie. Il est le plus grand des humanistes de la Renaissance. Son style et son esprit l'ont fait surnommer le Voltaire latin. Il mourut à Bâle où il s'était fixé pour faire imprimer ses œuvres (1467-1536).
Q105684225	Érasme (portrait d'), tableau de Holbein, au Louvre ; tête vivante, finesse d'exécution merveilleuse.
Q104413	ÉRATO, Muse qui présidait à l'élégie. On la représente avec une lyre.
Q43182	ÉRATOSTHÈNE, philosophe célèbre de l'école d'Alexandrie, né à Cyrène en 276 av. J.-C. Il se laissa mourir de faim à l'âge de quatre-vingts ans.
Q560467	ERCHINOALD ou ERKINOALD, maire du palais de Neustrie en 640, sous Clovis II, et d'Austrasie en 656.
Q357620	ERCILLA Y ZUNIGA (don Alonzo de), poète et guerrier espagnol, auteur de l'Araucana, né à Madrid (1533-1596).
Q1348668	ERCKMANN-CHATRIAN (Emile Erckmann et Alexandre Chatrian, dits), littérateurs français, nés, le premier à Phalsbourg (1822-1899), le second à Soldatenthal (Meurthe) [1826-1890]. Ils ont écrit en collaboration des romans historiques : l'Ami Fritz, Mme Thérèse, Histoire d'un Conscrit de 1813, etc., remarquables par un style d'une franchise et d'une bonhomie cordiales, et où revivent les mœurs de l'ancienne Alsace.
Q1349493	ERDRE, riv. de France, affl. de la Loire (r. dr.) à Nantes ; 105 kil.
Q4375074	Ère, époque fixe d'où l'on commence à compter les années. — Les ères principales sont les ères des Juifs, qui comptaient soit depuis leur sortie d'Egypte (1483 ou 1648 av. J.-C.), soit de la captivité de Babylone (597 av. J.-C.), soit de la construction du second temple (508 av. J.-C.) ; l'ère chrétienne, qui part de la naissance du Christ placée, d'ailleurs inexactement (v. Jésus), en l'an 754 de Rome ; l'ère des olympiades, chez les Grecs, 776 av. J.-C. ; l'ère de la fondation de Rome, 753 av. J.-C. ; l'ère de Nabonassar, chez les Babyloniens, 747 av. J.-C. ; l'hégire, ère des mahométans, 622 ; l'ère de la République française, 22 septembre 1792. On n'a compté que douze ans de cette ère ; après avoir dit l'an I, l'an II, l'an III, etc., l'an XII de la République, on a dit 1804, époque de la création de l'Empire.
Q131122	ÉRÈBE, nom donné à la région ténébreuse qui s'étend sous la terre au-dessus de l'Enfer (Myth.).
Q242741	Erechtéion, temple élevé sur l'Acropole d'Athènes à Erechthée.
Q301219	ÉRECHTHÉE [rèk], roi légendaire d'Athènes, fils de Pandion, et père de Cécrops (Myth.).
Q899184	ÉRÉSICHTON [zik-ton], fils d'un roi de Thessalie, qui, affligé d'une faim insatiable par Cérès, qu'il avait offensée, se dévora lui-même (Myth.).
Q320367	ÉRÉTRIE, ville d'Eubée, auj. Palœa-Castro. Elle fut détruite par les Perses pendant la première guerre médique (490 av. J.-C.).
Q1729	ERFURT [ér-fourt'], v. de Prusse (Saxe), sur la Géra ; 85,200 h. Napoléon y eut en 1808 avec le tsar une entrevue à laquelle assistèrent un grand nombre de souverains de l'Europe, et qui fut suivie d'un traité avantageux pour la France.
Q435290	ÉRICSSON (Jean), ingénieur suédois, né à Langbanshyttan (1803-1889).
Q1135146	ÉRIDAN, nom ancien du Pô.
Q5492	ÉRIÉ, lac de l'Amérique du Nord, au S.-E. du Canada ; 25.000 kil. car.
Q184500	ÉRIGÈNE (Jean Scot), philosophe et théologien, né en Ecosse ou en Irlande vers 833. Il se signala par la hardiesse de ses opinions. Charles le Chauve l'appela auprès de lui ; m. en 880.
Q52945	ÉRIK, nom de quatorze rois de Suède et de neuf rois de Danemark. Le plus célèbre, Eric XIV, fils de Gustave Wasa, régna de 1560 à 1577.
Q172345	ÉRIK le Rouge, chef norvégien qui découvrit le Groenland au xe siècle et envoya des expéditions sur la côte de l'Amérique du Nord.
Q22890	ÉRIN, ancien nom de l'Irlande.
Q180262	ÉRINNYES [nî] ou EUMÉNIDES, déesses que les Romains appelaient Furies. Filles de la Terre, elles vivaient dans le Tartare, ayant pour mission de punir les crimes des humains. On les représentait avec les cheveux entrelacés de serpents, tenant d'une main une torche ardente et de l'autre un poignard. Elles s'appelaient Tisiphone, Alecto, Mégère (Myth.).
Q6530209	Erinnyes (les), drame antique en vers et en deux parties, par Leconte de Lisle, avec intermèdes musicaux de Massenet (1873).
Q1125040	ÉRIPHYLE, femme du devin Amphiaraüs. Elle trahit, pour un collier que lui donna Polynice, son époux, qui se cachait pour ne pas se rendre à la guerre de Thèbes. Tuée par son fils Alcméon.
Q1953	ÉRIVAN, v. de la Russie d'Asie, l'une des capit. de l'anc. Arménie, auj. chef-lieu du gouv. d'Erivan, sur la Zanga, affl. de l'Aras ; 15.000 h.
Q3126	ERLANGEN, v. de Bavière (Franconie), sur la Regnitz ; 23.000 h. Célèbre université protestante.
Q921887	ERLON (Drouet d'). V. Drouet.
Q391953	ERMENONVILLE, comm. de l'Oise, arr. de Senlis ; 500 h. (Ermenonvillois.) Séjour de J.-J. Rousseau.
Q1431347	ERMITAGE, coteau de la Drôme, sur la r. g. du Rhône, qui fournit des vins très estimés.
Q132783	Ermitage (palais et musée de l'), construit par ordre de Catherine II à Saint-Pétersbourg ; le musée est une des plus belles galeries de peinture de l'Europe.
Q211279	Ernani, opéra en quatre actes de Verdi, paroles de Piave, sur le sujet du drame de Victor Hugo, Hernani (1844).
Q122766	ERNE, fleuve d'Irlande qui se jette dans l'Atlantique, après avoir traversé le lac Erne ; 100 kil.
Q838741	ERNÉE, ch.-l. de c. (Mayenne), arr. de Mayenne, sur l'Ernée, s.-affl. de la Loire ; 5.000 h. (Ernacéens). Ch. de f. O.
Q372190	ERNEST-AUGUSTE, premier électeur de Hanovre, se signala dans les guerres contre Louis XIV (1629-1698).
Q162302	ERNEST-AUGUSTE, roi de Hanovre, fils de George III, roi d'Angleterre, se fît remarquer en combattant les armées françaises de la Révolution et de l'Empire (1771-1851).
Q72076	ERNESTI (Jean-Auguste), philologue et théologien allemand (1707-1781).
Q528748	ERNST (Henri), compositeur et violoniste allemand, né à Brünn (1814-1865).
Q121973	ÉROS [ross], nom grec du dieu de l'Amour.
Q244944	ÉROSTRATE, Ephésien obscur qui, voulant, à l'exemple des conquérants, se rendre immortel par une destruction mémorable, incendia le temple de Diane à Ephèse, une des sept merveilles du monde, la nuit même où naquit Alexandre (356 av. J.-C.). Les Ephésiens, indignés, rendirent un décret qui défendait, sous peine de mort, de prononcer le nom d'Erostrate : c'était le meilleur moyen de lui assurer l'immortalité. Depuis, ce nom est passé dans toutes les langues pour caractériser ceux qui commettent un acte insensé dans le but de se rendre célèbres.
Q549214	ERPEN [pèn'] (Thomas van), orientaliste hollandais (1584-1624).
Q65084	ERSCH [èrch'] (Jean-Samuel), bibliographe allemand, auteur d'une Encyclopédie (1766-1828).
Q4655901	ERSKINE (Ebenezer), théologien écossais, un des fondateurs de l'Eglise dissidente d'Ecosse (1680-1756).
Q332672	ERSKINE (Thomas, lord), homme d'Etat anglais, né à Edimbourg, un des plus grands orateurs de son temps (1750-1823).
Q22517	ERSTEIN [ér-sta-in'], anc. ch.-l. de c. (Bas-Rhin) ; cédé à l'Allemagne ; 4.800 h. Sur l'Ill.
Q431199	ERVY, ch.-l. de c. (Aube), arr. de Troyes, non loin de l'Armance ; 1.400 h.
Q68243	ERWIN DE STEINBACH [èr-vin'], architecte de la cathédrale de Strasbourg, né à Steinbach (Bade) ; m. en 1318.
Q1363703	ÉRYMANTHE, montagne d'Arcadie, repaire d'un sanglier fameux tué par Hercule (Myth.).
Q986	ÉRYTHRÉE, nom sous lequel on désigne l'ensemble des possessions acquises par l'Italie sur la mer Rouge. Massaouah en est la ville principale.
Q1363807	ÉRYTHRÉE (mer), nom donné par les anciens d'abord à la mer des Indes, puis à la mer Rouge.
Q192917	ÉRYX [riks'], ville de la Sicile ancienne, au pied de la montagne du même nom. Temple de Vénus.
Q122803	ERZÉROUM, v. de la Turquie d'Asie (Arménie), place forte, chef-lieu du vilayet de ce nom ; 39.000 h.
Q4198	ERZGEBIRGE [èrts-ghé-bir-ghé] ou monts métalliques, chaîne de montagnes qui sépare la Saxe de la Bohême. Longue de 140 kil., elle atteint 1.275 mètres en son point culminant, le Keilberg. Nombreux gisements miniers.
Q193912	ESARHADDON. V. Assar-Haddon.
Q220822	ÉSAÜ, fils d'Isaac et de Rébecca, frère aîné de Jacob, auquel il vendit son droit d'aînesse moyennant un plat de lentilles. On rappelle souvent le plat de lentilles d'Esaü pour caractériser un marché de dupe, conclu dans un moment de nécessité. La Bible fait d'Esaü le père des Edomites.
Q3207682	Escarbagnas (la comtesse d'), comédie-farce en un acte et en prose, par Molière (1671). Par plaisanterie, on donne quelquefois ce nom à une personne entichée de sa noblesse jusqu'au ridicule.
Q1002059	ESCARÈNE (L'), ch.-l. de c. (Alpes-Maritimes), arr. de Nice, sur le Paillon de l'Escarène ; 1.300 h.
Q37620	ESCAUT [ès-kô], fleuve de France, de Belgique et de Hollande, naît dans le départ. de l'Aisne. Il passe à Cambrai, Valenciennes, puis à Tournai, Gand et Anvers et se jette dans la mer du Nord ; 400 kil. Navigation très active.
Q2093037	ESCAYRAC DE LAUTURE [ès-kè-rak, lô] (Pierre-Henri-Stanislas d'), voyageur français, né à Paris. Il voyagea en Egypte et en Chine (1826-1868).
Q18821	ESCHENBACH [è-chèn-bak] (Wolfram d'), poète allemand, né à Eschenbach (Bavière), auteur de poésies épiques et amoureuses (1170-1220).
Q317089	ESCHINE [ès-chi-ne], célèbre orateur d'Athènes, rival de Démosthène. Il défendit à Athènes la politique de Philippe, qu'on accusa de l'avoir acheté à prix d'argent. Il dut s'exiler d'Athènes à la suite de l'affaire de la Couronne. Ses discours Contre Timarque, sur l'Ambassade et sur la Couronne, brillent par l'abondance, l'habileté d'argumentation, l'éclat du style (389-314 av. J.-C.).
Q61266	ESCHSCHOLTZ [èch-cholts] (Jean-Frédéric), voyageur et naturaliste russe (1793-1831).
Q40939	ESCHYLE [ès-chi-le], le père de la tragédie grecque, né à Eleusis. Ses principales œuvres : les Perses, Prométhée enchaîné et la trilogie de l'Orestie font de lui un des plus grands poètes qui aient jamais existé. Son imagination puissante anime la nature, la légende et l'homme. Par la profondeur du sentiment religieux et des vues philosophiques, il est un penseur au moins autant qu'un grand poète lyrique (425-556 av. J.-C.)
Q2550219	Esclarmonde, opéra en 4 actes et 8 tableaux, poème d'Alfred Blau et Louis de Gramont ; musique de Massenet (1889).
Q8463	Esclavage. Fruit de l'oppression du faible par le fort, l'esclavage remonte aux premiers temps du genre humain. Il y avait des esclaves chez les Hébreux, chez les Grecs, chez les Romains, etc. Ceux-ci les recrutaient parmi les prisonniers de guerre et les peuples vaincus. Les marchands d'esclaves suivaient les armées, achetaient les captifs à l'encan, par grandes masses, et les envoyaient vendre au détail dans les marchés. Le nombre des esclaves excédait souvent le chiffre de la population libre, car l'enfant d'une esclave naissait esclave. A Rome, les esclaves formaient une classe avilie, réduite au rôle d'instrument d'utilité, de plaisir et de vanité. Au regard du droit civil, on peut dire qu'ils n'existaient pas ; ils héritaient pour leur maître, ils recevaient des donations pour leur maître, mais jamais pour eux, de sorte qu'ils n'étaient que des instruments, des intermédiaires et que tout ce qu'ils acquéraient appartenait à leur maître. Longtemps le maître eut droit de vie et de mort sur les esclaves ; aussi se révoltèrent-ils fréquemment, et les Romains eurent à soutenir contre eux, à plusieurs époques, des guerres redoutables. La guerre des esclaves, sous Spartacus, qui put en réunir 70.000 sous ses ordres, mit Rome à deux doigts de sa perte. Même lorsqu'ils étaient affranchis, les esclaves n'étaient pas, dans l'ancien droit, sur le même pied que les hommes d'origine ingénue, c'est-à-dire libres de naissance ; ils prenaient le nom de leur maître, qui devenait leur patron ; dans l'ordre politique, ils ne pouvaient aspirer à certaines dignités ni contracter mariage avec des ingénus. Sous l'empire, le droit de régénération ou assimilation avec les ingénus leur fut accordé de plus en plus fréquemment, et on vit certains d'entre eux s'élever aux hautes fonctions politiques. Ils exerçaient les professions commerciales et industrielles dédaignées par les ingénus. Quelques-uns, comme Narcisse, devinrent les conseillers des empereurs. D'autres brillèrent par leur génie ou leur talent : Térence, Esope, Phœdre, etc. Le célèbre poète Horace était fils d'un affranchi. — Les esclaves des Lacédémoniens, traités avec une dureté exceptionnelle, portaient le nom d'ilotes. De nos jours, l'esclavage est encore en pleine vigueur chez les nègres africains, malgré les efforts des Européens pour mettre un terme à la traite. En Asie et dans l'Amérique du Sud, il existe en maints endroits, et, en Russie, il n'a été transformé en servage que sous le règne de Nicolas Ier. Il a été aboli en 1833 dans l'Inde anglaise ; en 1848 dans les colonies françaises ; aux Etats-Unis en 1865 à la suite de la guerre de Sécession ; au Brésil en 1888.
Q11475544	Esclaves (guerre des), nom donné à trois guerres qu'eurent à soutenir les Romains contre leurs esclaves révoltés. La première éclata en Sicile (135 av. J.-C.) et dura deux ans. La seconde eut lieu de 105 à 102, également en Sicile ; la troisième, qui eut pour chef Spartacus et pour théâtre l'Italie, dura de 73 à 71 av. J.-C.
Q107264348	Esclaves (les), poème dramatique en cinq actes, par Edgar Quinet ; Spartacus en est le héros (1853).
Q5539	ESCLAVES (lac des), lac très poissonneux du Canada. Il se déverse par le fleuve Mackenzie, qui, durant une partie de son cours, porte le nom de rivière des Esclaves.
Q1360692	ESCLAVES (Côte des), partie de la côte d'Afrique comprise entre le Bénin et la côte d'Or, le long du Dahomey et du Yoruba. Elle est partagée aujourd'hui entre la colonie allemande du Togoland, le Dahomey et le Lagos anglais.
Q681964	ESCLAVONIE ou SLAVONIE. V. Croatie.
Q129402	ESCOBAR Y MENDOZA (Antonio), jésuite espagnol, né à Valladolid, fameux casuiste. Il défendit cette maxime que la pureté d'intention justifie les actions blâmées par les lois et la morale. Pascal l'a rendu immortel en attaquant avec vivacité sa doctrine dans les Provinciales (1589-1669).
Q5719017	ESCOÏQUIZ [ès-ko-i-ku-iz'] (don Juan), homme politique espagnol, précepteur de Ferdinand VII (1762-1820).
Q83223	ESCULAPE [ès-ku] ou ASCLEPIOS [oss], dieu de la médecine, fils d'Apollon. Non content de guérir les malades, dit la Fable, il ressuscitait même les morts. Jupiter, irrité, le foudroya à la prière de Pluton, dieu des Enfers, dont l'empire courait risque de devenir désert. Le coq, emblème de la vigilance, et le serpent, emblème de la prudence, étaient consacrés à Esculape. Dans le langage ordinaire, un disciple d'Esculape signifie un médecin ; un Esculape, un médecin habile ; ce n'est pas un Esculape, ce n'est pas un bon médecin. En poésie, en parlant des arrêts de la médecine, on dit : oracle d'Epidaure, parce qu'Esculape avait un temple dans cette ville.
Q28471	ESCURIAL [ès-ku], bourg d'Espagne, à 10 kil. de Madrid, près duquel s'élèvent le palais et le monastère bâtis (1562-1584) par Philippe II, en accomplissement d'un vœu. Pendant la bataille de Saint-Quentin (1557), l'artillerie espagnole ayant détruit une église dédiée à saint Laurent, Philippe II fit vœu d'élever un monastère en l'honneur de ce saint. Il fit alors construire l'Escurial et lui donna la forme d'un gril, en souvenir du supplice de ce saint (1562-1584).
Q271924	ESCUROLLES [ès-ku], ch.-l. de c. (Allier), arr. de Gannat ; sur l'Andelot, affl. de l'Allier ; 950 h.
Q191787	ESDRAS [ès-drass], fameux docteur juif du ve siècle av. J.-C. Deux Livres d'Esdras figurent dans l'Ancien Testament.
Q2698377	ESMÉNARD [ès-mé-nar] (Joseph-Etienne), poète fr., né à Pélissanne [Bouches-du-Rhône] (1769-1811).
Q661491	Esméralda (la), personnage de Notre Dame de Paris, par Victor Hugo ; type gracieux et idéalisé de la bohémienne ravissante de beauté, de fraîcheur, de grâce sauvage, courant les rues et les places publiques, accompagnée de sa petite chèvre aux cornes dorées, Djali.
Q410082	ESON, père de Jason ; il fut rajeuni par la magicienne Médée. En littérature, on fait quelquefois allusion à ce rajeunissement magique. V. Médée.
Q43423	ÉSOPE, fabuliste grec, d'abord esclave, puis affranchi ; mis à mort par les Delphiens. Le recueil actuel des Fables d'Esope, rédigé en prose grecque avec beaucoup de sécheresse, est attribué au moine Planude (500 av. J.-C.). Une circonstance de sa vie a donné naissance à cette locution : Les langues d'Esope, qui a passé dans la conversation. Son maître Xanthus lui ayant donné l'ordre d'acheter au marché ce qu'il y aurait de meilleur et rien autre chose, Esope n'acheta que des langues, qu'il fit accommoder à toutes les sauces. Les convives ne tardèrent pas à s'en dégoûter ! « Hé ? qu'y a-t-il de meilleur que la langue ? répondit Esope ; c'est le lien de la vie civile, la clef des sciences, l'organe de la vérité et de la raison ; par elle, on bâtit les villes et on les police, on instruit, on persuade, on règne dans les assemblées ; on s'acquitte du premier de tous les devoirs, qui est de louer les dieux. — Eh bien, reprit Xanthus, qui prétendait l'embarrasser, achète-moi demain ce qu'il y a de pire. » Le lendemain, Esope ne fit encore servir que des langues, disant que la langue est la pire chose qui soit au monde : « C'est la mère de tous les débats, la nourrice de tous les procès, la source des divisions et des guerres ; si elle est l'organe de la vérité, c'est aussi celui de l'erreur et, qui pis est, de la calomnie. Par elle on détruit les villes ; si, d'un côté, elle loue les dieux, de l'autre elle est l'organe du blasphème et de l'impiété. » — Les langues d'Esope sont restées célèbres pour désigner ce qui, pouvant être envisagé sous deux aspects opposés, donne prise également à la louange ou à la critique.
Q29	ESPAGNE, Etat du sud-ouest de l'Europe, occupant la plus grande partie de la péninsule hispanique ; capit. Madrid. I. Géographie. L'Espagne est séparée de la France par les Pyrénées, de l'Afrique par le détroit de Gibraltar ; elle est baignée au N.-O. et au S.-O. par l'Atlantique ; à l'E. et au S.-E. par la Méditerranée. Sa frontière occidentale est limitée par le Portugal. L'Espagne a une superficie de 504.500 kil. carrés, y compris les Baléares, et une population de 18.620.000 h. (Espagnols). C'est un plateau granitique ou calcaire d'une hauteur moyenne de 700 m., sillonné par les monts Ibériques, les monts Cantabres et les sierras d'Estrella, Morena, Nevada, et qu'arrosent le Minho, le Douro, le Tage, le Guadiana, le Guadalquivir, le Segura, l'Ebre. La péninsule produit divers métaux, des vins renommés (alicante, malaga, xérès), du bois, des céréales, des fruits (oranges, citrons, etc.), de l'huile d'olive. L'Espagne est une monarchie constitutionnelle. Le pouvoir exécutif y appartient au roi, le pouvoir législatif à deux Chambres, le Sénat et le Congrès, dont la réunion forme les Cortès. Au point de vue administratif, elle se divise en 47 provinces (49 en comptant les Baléares et les Canaries). Les colonies espagnoles, jadis si vastes, ne comprennent plus aujourd'hui que les possessions de l'Afrique occidentale (Fernando-Po, Annobon, etc.). II. Histoire. Les plus anciens habitants connus de l'Espagne furent les Celtibériens, mélange de Celtes et d'Ibères. De bonne heure, les Phéniciens et les Grecs fondèrent des colonies sur les côtes ; puis, au ve siècle, Carthage y établit sa prépondérance. Elle en fut chassée par les Romains, et l'Espagne ne changea plus de maître jusqu'à l'invasion des Alains, des Suèves et des Vandales. Ces derniers s'établirent dans la région appelée de leur nom Andalousie (409). Vers la même époque, les Wisigoths fondèrent un puissant Etat, qui fut détruit par l'invasion des Arabes en 711 (bataille de Xérès). L'histoire de l'Espagne jusqu'au xve siècle se résume dès lors dans la lutte du califat de Cordoue contre les chrétiens cantonnés dans les Asturies. Ceux-ci avaient réussi peu à peu à former des royaumes d'Espagne. (Arragon, Castille, Léon, Navarre), et à contrebalancer l'influence musulmane. En 1492, Ferdinand et Isabelle, dont le mariage avait, dès 1469, réuni sous le même sceptre l'Aragon et la Castille, s'emparèrent de Grenade et chassèrent enfin les Maures de la péninsule. La ruine des Maures avait coïncidé avec la découverte de l'Amérique. La monarchie espagnole ainsi établie atteignit son apogée et sa plus grande extension coloniale sous Charles-Quint et Philippe II. A l'extinction de la maison d'Autriche (1700), les Bourbons montèrent sur le trône d'Espagne dans la personne de Philippe V ; ils en furent chassés par Napoléon Ier, qui y établit Joseph Bonaparte (1804) ; mais ils furent restaurés en 1814. Ferdinand VII, lors de la révolution de 1820, prêta serment à la constitution ; mais le duc d'Angoulême fit une expédition en Espagne et rétablit la monarchie absolue (1823). Dans l'intervalle, les colonies espagnoles de l'Amérique s'étaient rendues indépendantes. En 1833, Isabelle remplaça Ferdinand VII sur le trône et y demeura trente-trois ans, malgré les efforts de don Carlos, frère du roi défunt. La révolution de 1868 la renversa et le maréchal Serrano garda le pouvoir exécutif jusqu'à l'avènement d'Amédée Ier (1870). Celui-ci ayant abdiqué (1873), on proclama la République et une insurrection carliste éclata, qui fut écrasée au profit d'Alphonse XII. Le fils posthume de ce monarque, né en 1886, a été proclamé sous la régence de sa mère Christine le jour même de sa naissance, sous le nom d'Alphonse XIII. En 1898, la guerre contre les Etats-Unis a fait perdre à l'Espagne Cuba et les Philippines.
Q150701	ESPAGNE (Succession d'). V. Succession.
Q1944803	ESPAGNE (Jean-Louis-Brigitte d'), général français, né à Auch, tué à la bataille d'Essling (1769-1809).
Q297838	Espagnolet (l'), surnom de Ribera.
Q326699	ESPALION, ch.-l. d'arr. (Aveyron), sur le Lot ; 4.150 h. (Espalionais). Laines. L'arr. a 9 cant., 49 comm., 55.700 h.
Q434529	ESPARTERO [ès-pa] (Baldomero), duc de La Victoire, général et homme politique espagnol, régent de la reine Isabelle de 1841 à 1843 (1792-1879).
Q236575	ESPELETTE [ès-pe], ch.-l. de c. (Basses-Pyrénées), arr. de Bayonne, sur le Laxa, affl. de la Nive ; 1.300 h.
Q184457	ESPEN [ès-pèn] (Zeger-Bernard van), jurisconsulte belge, né à Louvain (1646-1728).
Q169186	ESPÉRANDIEU [ès-pé] (Jacques-Henri), architecte français, né à Nîmes. On lui doit à Marseille la construction de la Chapelle de Notre-Dame de la Garde et le superbe Palais de Longchamp (1829-1874).
Q3203310	ESPÉROU [ès-pé] (mont de l'), massif des monts du Gévaudan, où naît l'Hérault ; 1.227 m.
Q706789	ESPINASSE [ès-pi] (Charles), général français, né à Saissac. Il seconda Louis Napoléon au coup d'Etat du Deux-Décembre et fut ministre de l'intérieur en 1858 ; tué à Magenta (1815-1859).
Q520504	ESPINEL [ès-pi-nèl] (Vicente), romancier et poète espagnol, auteur de Don Marcos de Obrégon, prototype de Gil Blas (1551-1634)
Q31394083	ESPINOUZE [és-pi] (monts de l'), massif des Cévennes méridionales dans les départ. de l'Hérault, du Tarn et de l'Aveyron. Point culminant 1.126 m.
Q43233	ESPIRITO-SANTO, prov. du Brésil ; 136.000 h. Ch.-l. Nossa-Senhora-da-Vittoria.
Q3166244	ESPRÉMÉNIL [nil'] (Jean-Jacques Duval d'), conseiller au parlement de Paris, né à Pondichéry. Député de la noblesse à la Constituante, il fit aux idées de 1789 autant d'opposition qu'il en avait fait au gouvernement de Louis XVI (1746-1794).
Q3020330	Esprit géométrique (De l'), fragment célèbre des Pensées de Pascal.
Q19955995	Esprit (De l'), par Helvétius (1758), ouvrage qui enseigne le matérialisme en métaphysique et l'égoïsme en morale, et qui, lors de son apparition, souleva de vives protestations.
Q51469657	Esprit des bêtes (l'), ouvrage très spirituel, de Toussenel ; c'est un sommaire de la chasse et de l'influence de cet art sur les progrès de l'humanité (1847).
Q514727	Esprit des lois (l'), ouvrage historique, politique et philosophique, l'œuvre capitale de Montesquieu (1748). C'est une revue des diverses législations et coutumes qui ont contribué à la prospérité des nations ou causé leur décadence, des circonstances qui ont présidé à la naissance des peuples et des principes moraux qui, se traduisant en révolutions, ont changé la face du monde. L'auteur découvre dans la nature des gouvernements les principes qui les animent, et de ces principes, combinés avec les besoins des peuples, il fait découler les lois qui les ont fait vivre ou qui les soutiennent encore. Sa prédilection est pour les monarchies tempérées, dont le gouvernement anglais était de son temps le type.
Q209077	ESPRONCEDA (José de), littérateur espagnol (1810-1842).
Q211233	ESQUILIN [ès-ku-i] (mont), une des sept collines de l'ancienne Rome.
Q131242	ESQUIMAUX [ès-ki-mô], populations des régions polaires qui habitent le Groenland et la région comprise entre la baie d'Hudson et le détroit de Behring. Ils s'appellent eux-mêmes Innuit. Quelques ethnographes regardent aussi comme Esquimaux les Tchouktches de la Sibérie.
Q517981	ESQUIROL [ès-ku-i] (Jean-Etienne-Dominique), médecin aliéniste français, né à Toulouse (1772-1840).
Q2839811	ESQUIROS [ès-ku-i-ross] (Henri-Alphonse), littérateur et homme politique français, né à Paris (1814-1876).
